brushing_frequency,flossing_frequency,sugary_food_frequency,gum_bleeding,dental_visits,brushing_duration,consistency_score,assessment_score,risk_level
2,0,1,0,2,3.8,82.1,70.1,Medium Risk
1,2,4,1,2,1.4,72.7,19.3,High Risk
3,1,3,0,0,2.8,46.3,58.7,High Risk
2,4,4,0,3,3.6,64.3,76.2,Medium Risk
1,2,3,0,2,3.4,90.6,54.0,High Risk
3,0,4,0,2,3.2,76.2,65.6,High Risk
2,1,0,1,0,2.1,89.0,46.0,High Risk
2,0,1,0,1,3.3,61.1,59.0,High Risk
2,1,3,0,0,4.4,85.6,59.2,High Risk
2,0,1,1,0,1.2,82.1,29.5,High Risk
2,2,4,1,4,2.0,40.6,43.1,High Risk
2,5,6,0,3,4.1,79.2,76.5,Medium Risk
1,2,3,1,0,4.7,91.8,37.0,High Risk
3,4,2,0,1,4.1,91.0,98.2,Low Risk
2,2,0,1,1,2.5,61.4,54.2,High Risk
2,4,1,0,1,1.6,65.7,69.5,Low Risk
2,3,7,0,1,4.1,58.2,48.3,High Risk
2,3,3,0,4,2.8,57.4,75.4,Medium Risk
3,1,3,0,1,2.0,49.9,59.5,High Risk
1,1,5,0,1,4.0,74.9,35.2,High Risk
2,4,2,0,0,3.2,40.3,65.2,High Risk
2,2,0,1,0,4.0,79.9,61.0,High Risk
2,2,2,0,0,4.4,47.4,63.5,High Risk
3,4,4,0,1,4.3,57.3,84.4,Medium Risk
3,0,2,0,1,1.8,65.4,60.6,High Risk
1,0,1,0,1,1.3,78.4,34.6,High Risk
3,2,2,0,0,2.9,79.1,74.3,Medium Risk
3,7,5,0,0,2.4,85.2,82.2,Medium Risk
3,0,6,0,2,4.1,83.1,62.1,High Risk
2,3,3,1,2,3.3,49.9,52.3,High Risk
3,4,3,1,1,3.8,54.0,70.9,Medium Risk
2,3,4,1,0,4.3,72.9,46.7,High Risk
2,4,0,0,3,2.3,73.3,89.8,Low Risk
2,4,1,1,1,4.9,55.6,72.7,Medium Risk
2,0,0,0,2,4.1,80.8,76.7,Medium Risk
2,0,6,1,2,3.8,69.6,28.2,High Risk
1,3,0,1,1,1.9,47.9,38.6,High Risk
2,1,3,0,1,3.8,76.3,59.2,High Risk
2,7,4,1,3,1.4,89.4,66.8,Medium Risk
2,0,2,0,1,2.4,47.9,46.6,High Risk
3,3,3,1,2,3.0,78.4,69.8,Medium Risk
3,6,3,0,1,1.6,74.1,85.7,Low Risk
1,0,3,0,2,1.6,56.6,28.1,High Risk
3,0,4,1,1,1.2,41.7,28.5,High Risk
2,6,4,0,3,3.9,81.5,90.6,Low Risk
1,6,2,0,2,4.0,58.4,77.8,Medium Risk
2,0,3,0,1,3.7,50.3,49.7,High Risk
2,5,5,0,1,1.5,64.2,53.6,High Risk
2,0,1,0,1,4.7,82.5,70.6,Medium Risk
1,7,0,0,2,2.2,51.6,80.9,Medium Risk
2,2,2,0,1,2.7,84.5,63.9,Medium Risk
2,7,1,0,0,4.7,49.7,95.7,Low Risk
1,1,0,0,1,2.2,67.6,48.3,High Risk
2,2,2,1,0,4.1,89.3,53.0,High Risk
2,1,3,0,3,1.5,60.0,53.0,High Risk
0,3,2,0,1,1.8,43.1,27.3,High Risk
1,5,3,0,1,4.1,42.6,61.0,High Risk
0,3,3,1,0,2.2,90.0,11.7,High Risk
2,6,0,1,1,1.2,78.6,69.0,Medium Risk
3,2,2,0,1,3.6,50.0,79.1,Medium Risk
2,0,2,1,0,1.0,84.0,23.6,High Risk
2,2,1,0,1,1.0,40.4,52.1,High Risk
1,1,2,0,3,3.6,59.7,55.6,High Risk
2,5,2,0,1,1.9,68.0,71.6,Low Risk
1,5,2,0,2,1.6,40.9,55.7,High Risk
2,2,3,1,0,2.0,52.4,29.9,High Risk
3,4,3,0,3,4.5,81.4,100.0,Low Risk
2,2,1,0,3,4.3,51.9,83.6,Medium Risk
2,0,1,0,1,4.2,59.2,64.1,High Risk
2,3,2,0,2,3.6,71.5,77.3,Medium Risk
2,6,2,1,2,3.9,49.4,75.8,Medium Risk
3,5,2,0,3,1.4,76.6,94.9,Low Risk
1,1,3,1,0,4.6,62.3,26.9,High Risk
2,3,2,0,4,4.8,76.2,95.2,Low Risk
2,0,6,0,0,3.5,41.0,27.1,High Risk
1,5,0,0,4,3.1,82.9,91.0,Medium Risk
0,3,4,1,2,1.5,62.4,8.4,High Risk
1,3,1,1,2,4.7,86.4,61.2,High Risk
3,0,2,0,2,3.9,91.3,82.1,Medium Risk
2,3,7,1,0,3.4,51.2,23.1,High Risk
2,3,3,0,1,3.6,67.1,66.7,High Risk
2,1,3,0,1,3.0,79.9,55.0,High Risk
1,3,5,1,1,4.0,69.0,29.4,High Risk
2,5,3,0,1,2.1,63.6,67.1,High Risk
3,3,2,1,0,3.9,49.4,65.8,High Risk
2,6,7,1,0,2.8,76.8,38.3,High Risk
3,0,2,1,1,3.0,49.1,50.4,High Risk
3,1,4,1,0,3.2,66.7,44.2,High Risk
1,1,3,0,2,4.8,52.8,51.7,High Risk
3,7,2,0,0,3.1,69.8,99.1,Low Risk
2,5,3,0,3,3.0,63.4,82.5,Low Risk
3,1,0,0,1,4.4,57.2,90.0,Medium Risk
3,7,3,0,1,4.2,72.5,100.0,Low Risk
2,3,2,0,0,2.7,84.3,63.8,High Risk
3,2,2,0,1,2.1,84.2,75.2,Medium Risk
3,4,0,0,1,4.3,71.0,100.0,Low Risk
2,0,2,0,3,4.0,48.7,66.3,High Risk
2,2,1,0,0,1.7,50.8,52.8,High Risk
2,4,3,0,1,2.7,71.8,67.0,High Risk
3,4,0,0,1,3.6,62.6,100.0,Low Risk
3,6,2,0,0,4.4,49.0,98.8,Low Risk
2,2,7,0,0,4.1,40.7,35.7,High Risk
1,1,3,0,0,3.9,54.8,36.6,High Risk
1,6,6,0,0,3.6,71.2,47.3,High Risk
1,6,6,0,1,1.3,52.9,35.7,High Risk
2,4,1,0,3,2.2,52.0,81.0,Low Risk
2,0,0,0,4,4.4,47.6,83.5,Medium Risk
2,5,2,1,0,3.2,81.0,61.4,High Risk
2,3,0,0,2,4.0,75.3,90.3,Medium Risk
2,4,3,0,1,4.4,90.1,79.9,Medium Risk
2,5,2,0,4,2.3,45.8,85.7,Low Risk
2,3,3,1,4,3.5,57.1,64.6,High Risk
2,7,3,0,1,1.8,50.1,73.3,Medium Risk
3,6,6,0,1,4.9,52.7,87.3,Medium Risk
3,2,3,0,1,1.2,78.2,63.9,High Risk
2,0,0,0,1,2.9,54.4,60.6,High Risk
3,4,3,0,0,1.4,42.2,64.7,Medium Risk
1,1,1,1,1,3.4,77.7,37.1,High Risk
1,0,3,1,1,4.7,61.4,27.4,High Risk
2,0,3,0,1,4.7,72.4,59.1,High Risk
2,6,1,0,1,3.5,61.8,90.3,Low Risk
3,3,3,0,2,3.4,70.2,85.9,Medium Risk
2,2,0,0,0,1.8,57.8,59.5,High Risk
2,1,0,0,3,3.7,54.3,80.3,Medium Risk
2,6,3,0,2,4.2,93.9,94.3,Medium Risk
3,1,3,0,1,1.1,85.4,59.4,High Risk
2,0,2,0,0,2.1,86.4,45.6,High Risk
3,4,2,0,0,1.5,83.1,76.5,Medium Risk
3,4,2,0,2,3.3,87.2,97.9,Low Risk
1,5,2,1,1,4.0,86.5,57.0,High Risk
1,0,5,0,4,4.6,81.2,49.8,High Risk
3,0,1,1,3,2.3,86.3,66.7,Medium Risk
3,1,1,0,2,2.1,59.7,76.6,Medium Risk
3,0,1,0,3,1.8,48.8,73.1,Medium Risk
3,1,2,0,1,2.4,50.4,67.0,Medium Risk
2,2,2,1,0,4.8,55.9,52.2,High Risk
3,4,4,1,2,1.1,79.2,58.5,High Risk
2,0,4,0,2,3.0,87.2,51.1,High Risk
2,2,4,0,4,2.6,68.2,65.8,High Risk
2,0,1,0,2,4.4,54.2,69.5,High Risk
2,0,0,0,2,4.4,91.6,80.1,Medium Risk
2,4,2,0,2,2.0,88.1,75.2,Low Risk
3,0,0,0,1,4.1,55.6,82.9,Medium Risk
2,7,1,1,1,4.4,48.4,83.7,Medium Risk
3,7,2,0,2,1.3,40.6,93.9,Low Risk
2,2,2,0,0,2.3,59.7,52.8,High Risk
3,2,5,1,1,1.2,91.2,40.9,High Risk
3,5,2,0,1,2.2,51.7,86.0,Low Risk
2,5,3,0,2,2.4,49.9,71.9,Medium Risk
2,1,7,0,2,2.4,77.8,36.1,High Risk
3,6,0,0,4,4.2,52.9,100.0,Low Risk
3,4,4,1,1,3.9,81.3,70.6,Medium Risk
3,0,6,0,1,3.0,61.8,47.3,High Risk
1,2,2,1,4,2.1,84.8,45.3,High Risk
2,3,3,0,1,2.6,59.8,59.6,High Risk
2,7,4,0,3,2.9,78.4,89.2,Low Risk
2,4,1,0,1,2.1,93.8,76.7,Low Risk
2,5,3,0,1,1.3,79.4,64.7,Medium Risk
0,4,3,1,1,5.0,92.2,38.8,High Risk
1,2,4,0,3,4.5,47.7,54.2,High Risk
2,2,2,0,1,3.0,51.5,60.7,High Risk
2,2,1,0,0,4.0,44.1,65.6,High Risk
3,7,1,0,3,4.2,70.5,100.0,Low Risk
1,1,3,0,1,2.5,66.5,35.0,High Risk
2,1,4,1,1,2.2,61.5,27.4,High Risk
2,2,1,0,2,3.5,74.1,77.1,Medium Risk
1,4,5,0,0,1.9,81.2,33.6,High Risk
2,3,4,0,0,4.8,53.4,61.8,High Risk
1,5,0,0,1,2.1,87.9,70.8,Medium Risk
1,7,4,0,2,2.1,52.5,60.5,High Risk
2,3,3,1,2,4.7,60.1,62.2,High Risk
2,5,0,0,2,1.7,65.3,85.0,Low Risk
2,3,2,0,4,1.2,79.7,74.2,Medium Risk
2,4,3,0,3,3.1,82.7,81.0,Medium Risk
2,0,2,0,4,2.1,59.7,61.6,High Risk
2,3,4,1,1,2.9,61.0,41.5,High Risk
3,2,4,1,1,4.1,60.2,58.6,High Risk
1,4,4,0,0,2.4,42.7,35.8,High Risk
3,0,4,0,4,3.4,61.7,74.7,Medium Risk
0,4,3,0,2,3.3,77.3,46.4,High Risk
3,3,0,0,1,2.4,76.2,90.8,Low Risk
3,0,5,1,1,4.2,66.4,45.2,High Risk
1,5,1,1,4,1.4,46.2,55.3,High Risk
1,5,1,0,4,3.4,44.8,82.1,Medium Risk
1,2,4,1,4,2.0,84.9,34.7,High Risk
2,1,5,0,1,4.3,77.7,52.5,High Risk
1,0,4,0,1,3.1,81.5,30.8,High Risk
3,3,4,0,2,4.4,63.9,86.0,Medium Risk
2,2,2,0,0,4.9,40.5,65.5,High Risk
1,4,2,0,1,1.6,54.0,47.7,High Risk
3,3,1,0,1,3.5,85.8,93.9,Medium Risk
3,6,2,0,1,2.6,63.9,95.2,Low Risk
3,5,2,0,2,3.0,51.1,95.7,Low Risk
1,3,3,0,1,1.8,75.4,42.1,High Risk
2,1,1,0,0,4.3,71.4,66.5,High Risk
2,3,0,0,1,2.2,84.2,75.8,Medium Risk
1,0,0,0,3,2.5,40.8,51.1,High Risk
2,3,1,0,1,3.6,74.1,77.7,Medium Risk
2,0,3,0,2,4.7,68.8,63.5,High Risk
1,0,3,1,3,3.4,89.0,33.8,High Risk
2,4,1,1,1,4.6,70.1,73.1,Medium Risk
2,0,4,0,2,1.0,50.6,33.6,High Risk
3,5,2,0,3,2.0,94.5,100.0,Low Risk
3,4,4,0,3,4.2,53.6,93.2,Low Risk
1,4,3,0,0,1.9,46.3,38.3,High Risk
1,2,0,0,0,1.4,54.3,41.5,High Risk
2,3,2,1,1,4.6,83.1,65.1,High Risk
2,4,4,0,1,1.5,60.8,53.1,High Risk
2,7,1,0,1,2.0,71.3,87.7,Low Risk
1,1,3,1,0,2.1,94.5,16.8,High Risk
3,3,1,1,0,3.1,44.7,65.3,High Risk
3,2,4,1,2,2.1,85.1,55.4,High Risk
2,0,3,0,0,3.5,43.3,42.5,High Risk
1,7,2,0,1,2.5,77.3,71.6,Medium Risk
3,0,3,0,0,3.5,87.5,64.1,High Risk
2,7,2,0,2,1.3,44.8,79.5,Low Risk
2,4,3,1,1,4.4,87.1,64.5,High Risk
2,7,1,0,1,4.6,83.3,100.0,Low Risk
1,1,4,0,2,2.5,91.2,38.7,High Risk
3,4,3,0,0,2.2,51.4,70.9,Medium Risk
2,4,0,1,2,1.2,80.9,64.3,Medium Risk
2,2,1,0,1,4.5,47.1,74.1,Medium Risk
2,2,0,0,1,1.9,44.3,63.0,High Risk
2,0,6,0,4,3.8,64.9,52.5,High Risk
0,5,2,1,2,1.1,45.4,23.4,High Risk
2,0,2,1,4,4.7,66.1,63.1,High Risk
2,5,3,1,0,2.8,46.4,48.8,High Risk
2,4,2,1,0,1.9,69.0,46.8,High Risk
2,7,1,0,1,3.0,75.9,94.4,Low Risk
3,3,2,1,1,4.1,47.4,71.7,Medium Risk
2,4,2,0,1,4.0,93.4,83.0,Low Risk
2,4,6,1,0,1.7,81.3,27.4,High Risk
2,7,1,0,1,2.0,52.3,84.8,Low Risk
1,3,2,0,1,4.4,66.1,61.3,High Risk
2,6,0,0,1,1.7,49.8,82.7,Low Risk
2,4,2,1,1,1.2,77.3,48.8,High Risk
2,2,0,0,1,3.3,48.5,72.1,Medium Risk
3,3,1,0,3,4.4,93.1,100.0,Low Risk
1,0,2,1,0,2.7,62.0,15.5,High Risk
3,0,0,0,3,4.0,87.5,97.1,Low Risk
2,2,1,0,0,1.5,91.2,57.7,High Risk
1,2,2,0,1,4.1,53.5,52.6,High Risk
1,2,1,0,2,4.3,83.9,68.4,High Risk
3,2,4,0,0,2.2,45.7,55.1,High Risk
3,2,1,1,1,1.9,81.5,63.6,High Risk
2,6,4,0,3,4.2,50.3,87.7,Medium Risk
3,2,1,0,0,2.4,91.3,78.1,Medium Risk
1,4,3,0,1,3.4,58.9,54.2,High Risk
2,1,3,0,1,3.2,43.0,50.7,High Risk
2,0,2,1,2,1.3,42.6,29.2,High Risk
2,1,0,0,1,2.1,52.5,60.5,High Risk
2,0,1,0,1,4.5,70.5,67.6,High Risk
1,1,1,0,2,3.9,61.6,57.6,High Risk
2,3,1,0,2,1.4,44.0,65.0,High Risk
2,4,1,1,0,3.8,65.8,62.7,High Risk
2,4,2,0,0,2.1,55.7,61.0,High Risk
1,0,2,0,1,4.7,49.0,45.6,High Risk
3,3,2,0,0,2.6,77.4,77.2,Medium Risk
2,0,0,0,3,2.6,59.7,69.6,Medium Risk
2,4,2,0,1,1.9,56.6,64.9,Low Risk
2,5,4,0,2,1.5,53.1,62.0,Medium Risk
2,4,2,1,1,3.6,77.9,63.3,High Risk
2,0,2,0,2,2.7,50.4,53.8,High Risk
1,4,3,0,1,3.6,41.9,52.9,High Risk
1,3,1,0,3,4.8,59.4,77.7,Medium Risk
2,2,2,0,0,3.3,50.2,57.3,High Risk
3,2,3,0,1,3.0,67.5,73.1,Medium Risk
2,1,1,0,1,4.7,56.1,71.6,Medium Risk
2,1,0,0,1,1.4,68.6,58.7,High Risk
2,0,5,0,0,4.5,73.6,43.0,High Risk
2,6,2,0,1,2.1,42.5,74.0,Low Risk
2,3,1,0,1,2.6,93.2,74.6,Medium Risk
2,4,3,0,1,2.9,43.9,64.0,High Risk
2,1,2,0,1,2.6,61.4,54.8,High Risk
2,4,3,0,1,2.0,93.6,66.0,Medium Risk
1,3,0,0,2,1.8,50.0,58.3,Medium Risk
2,0,0,1,0,1.3,72.0,33.6,High Risk
1,4,2,0,4,2.1,47.0,64.7,Medium Risk
1,3,0,0,2,4.7,42.9,74.6,Medium Risk
2,3,1,0,1,3.4,63.5,74.9,Medium Risk
3,1,0,0,3,1.8,54.4,84.0,Low Risk
3,2,1,0,1,1.1,40.8,67.7,High Risk
2,1,3,0,4,3.3,52.8,67.7,High Risk
3,1,2,0,0,2.6,90.3,69.1,High Risk
2,5,3,1,4,1.1,87.0,64.7,Medium Risk
1,2,2,0,1,2.2,81.4,45.4,High Risk
1,4,2,0,1,4.9,54.2,67.5,Medium Risk
2,1,0,1,1,1.7,85.5,48.0,High Risk
2,3,2,0,2,2.4,84.2,72.0,Medium Risk
3,3,7,1,4,1.1,89.3,50.0,High Risk
1,4,2,0,1,1.8,80.1,52.8,High Risk
3,2,0,1,1,4.2,66.7,80.2,Medium Risk
2,1,2,1,2,2.3,80.5,45.9,High Risk
2,4,5,1,3,4.7,61.3,62.4,Medium Risk
2,2,4,0,2,4.0,95.0,68.2,High Risk
2,0,3,0,2,1.6,69.2,45.0,High Risk
2,6,0,0,2,1.5,68.0,89.2,Low Risk
2,0,2,1,1,3.0,91.7,41.8,High Risk
2,0,0,0,0,4.4,64.8,66.1,High Risk
0,1,2,1,1,3.5,69.3,16.4,High Risk
3,0,2,1,2,4.9,56.6,67.9,High Risk
2,4,3,0,4,1.7,74.4,76.4,Medium Risk
3,3,3,0,2,5.0,48.3,92.2,Medium Risk
2,0,1,0,1,4.4,66.2,66.3,High Risk
2,2,4,0,1,3.3,52.8,52.7,High Risk
1,0,2,0,1,1.1,67.5,26.7,High Risk
2,4,2,0,2,3.3,69.1,80.2,Low Risk
3,0,1,0,1,3.3,78.2,76.5,Medium Risk
2,4,0,1,2,3.1,54.3,71.7,Medium Risk
2,1,3,0,3,3.8,65.7,67.7,Medium Risk
2,5,3,0,1,3.8,87.6,80.9,Medium Risk
2,4,2,0,0,4.6,69.8,78.1,Medium Risk
2,5,1,0,3,1.2,51.0,79.9,Low Risk
3,5,6,0,1,3.6,74.9,77.8,Medium Risk
2,1,4,0,0,4.4,69.7,51.9,High Risk
1,5,1,0,2,1.8,61.8,65.1,High Risk
3,0,4,0,4,4.4,52.6,79.3,Medium Risk
3,2,5,0,0,2.6,49.0,53.0,High Risk
0,0,1,0,4,1.2,50.0,29.7,High Risk
0,1,5,0,2,4.0,66.8,24.0,High Risk
2,2,4,0,1,1.3,48.0,40.0,High Risk
3,5,4,1,2,1.8,62.6,65.2,High Risk
2,3,0,0,1,4.1,60.4,83.7,Medium Risk
2,1,7,0,2,4.5,59.2,45.9,High Risk
3,1,4,0,1,2.5,60.0,59.0,High Risk
3,5,2,0,2,3.3,82.5,100.0,Low Risk
2,0,6,0,2,4.5,75.5,48.3,High Risk
2,0,1,0,1,3.5,78.5,62.8,High Risk
3,0,2,0,0,1.2,77.8,53.9,High Risk
2,4,0,0,1,2.6,64.6,80.3,Low Risk
2,0,4,0,1,3.5,40.6,42.1,High Risk
2,2,2,0,2,4.1,76.8,76.1,Medium Risk
2,4,3,0,0,4.4,41.3,67.6,High Risk
2,3,3,0,2,2.3,64.3,63.4,Medium Risk
1,4,0,0,0,4.0,84.5,71.7,Medium Risk
1,2,2,0,2,1.6,91.5,48.3,High Risk
3,5,5,0,1,4.1,89.4,88.0,Medium Risk
2,4,3,0,2,3.0,68.3,73.2,Medium Risk
2,4,0,0,3,1.8,69.4,86.2,Low Risk
2,5,2,0,2,2.5,86.1,82.9,Low Risk
3,2,1,0,2,2.9,71.4,88.1,Medium Risk
2,6,2,1,2,2.9,61.8,71.7,Medium Risk
1,3,3,0,0,4.0,51.1,46.7,High Risk
3,4,2,0,3,3.7,61.7,100.0,Low Risk
2,4,1,0,2,4.2,88.6,93.5,Low Risk
1,5,3,0,4,1.2,57.3,60.8,Medium Risk
1,2,0,0,2,1.4,48.2,50.6,High Risk
1,3,2,0,1,3.4,60.3,54.4,High Risk
3,3,2,0,3,3.4,93.6,99.4,Low Risk
2,3,3,0,0,4.6,78.9,69.4,High Risk
1,4,0,0,3,1.2,45.0,64.0,Medium Risk
0,5,3,1,1,1.3,70.3,18.3,High Risk
2,5,1,0,1,3.6,61.9,85.9,Low Risk
2,0,3,0,3,2.0,89.7,55.5,High Risk
2,2,2,0,3,4.7,49.9,80.7,Medium Risk
2,5,4,0,1,2.5,66.1,64.9,Medium Risk
3,1,0,0,1,3.3,71.6,85.5,Medium Risk
1,4,2,0,3,1.0,51.6,53.7,High Risk
2,0,3,0,1,3.8,44.6,49.5,High Risk
2,5,3,0,1,4.5,53.4,80.0,Medium Risk
2,5,1,1,3,4.5,61.8,86.3,Low Risk
2,1,0,0,4,1.7,87.0,78.2,Medium Risk
2,7,2,0,0,3.6,81.6,88.8,Medium Risk
1,2,2,0,1,4.6,81.2,59.8,High Risk
2,2,3,0,2,4.1,66.2,69.5,High Risk
1,3,0,0,1,2.5,51.7,57.8,High Risk
2,1,4,0,2,2.0,63.7,46.6,High Risk
2,5,1,0,1,2.2,43.1,74.7,Low Risk
1,4,4,0,0,1.3,74.4,34.0,High Risk
1,3,4,0,1,1.6,78.1,36.3,High Risk
2,3,1,1,1,5.0,90.5,73.6,Medium Risk
1,4,4,0,3,1.4,72.8,49.3,High Risk
2,0,3,0,1,3.3,45.4,46.6,High Risk
2,3,3,0,0,2.0,68.7,52.3,High Risk
0,5,0,0,0,1.5,43.5,40.5,High Risk
1,2,5,0,4,3.3,62.7,49.2,High Risk
2,0,2,0,2,4.6,52.2,65.4,High Risk
1,4,1,0,3,3.4,90.3,78.9,Medium Risk
1,4,3,0,1,4.2,46.6,57.2,High Risk
2,4,2,0,2,5.0,66.5,90.0,Low Risk
1,4,3,0,0,3.2,76.3,50.6,High Risk
1,4,4,0,1,4.9,54.3,57.5,High Risk
2,6,0,0,0,3.5,89.6,94.4,Low Risk
1,2,2,0,3,1.8,72.8,51.7,High Risk
2,4,1,0,4,4.4,70.4,100.0,Low Risk
1,0,4,0,1,2.0,64.7,21.7,High Risk
2,4,3,0,1,1.3,61.7,57.1,High Risk
3,0,3,1,4,2.0,41.7,53.3,High Risk
2,0,1,0,0,4.7,94.6,67.4,High Risk
3,3,3,0,1,4.3,47.8,83.0,Medium Risk
1,4,4,0,2,3.7,61.9,56.5,High Risk
3,3,0,0,2,1.4,40.8,84.5,Low Risk
2,0,0,0,0,3.6,69.6,62.0,High Risk
2,2,1,0,2,2.9,74.5,73.6,Medium Risk
3,2,2,0,2,1.2,55.2,70.5,Medium Risk
2,2,7,0,2,2.1,72.7,38.5,High Risk
2,2,4,0,0,4.0,90.4,57.6,High Risk
1,5,3,0,3,1.6,77.7,61.3,Medium Risk
2,4,5,0,2,1.7,77.3,56.8,High Risk
3,3,5,1,1,3.2,67.7,54.4,High Risk
1,3,3,0,0,2.5,55.6,38.3,High Risk
3,1,5,0,0,1.2,72.5,43.1,High Risk
3,1,1,1,1,4.4,64.1,71.0,Medium Risk
2,2,3,1,1,2.8,45.7,38.7,High Risk
1,2,1,0,0,3.0,51.1,45.7,High Risk
2,4,1,0,2,4.6,67.5,92.7,Low Risk
2,5,1,0,2,2.4,86.1,87.3,Low Risk
3,1,4,1,3,2.9,87.9,60.6,High Risk
3,0,3,0,0,5.0,66.7,70.0,High Risk
2,0,4,0,1,2.4,82.4,41.8,High Risk
2,0,3,0,3,1.9,54.8,49.6,High Risk
3,1,1,0,2,1.1,82.0,73.9,Medium Risk
0,0,6,1,2,2.6,93.1,0.0,High Risk
3,2,3,1,3,2.7,77.2,67.8,Medium Risk
3,3,0,1,1,3.7,61.3,81.4,Medium Risk
2,2,4,0,0,2.9,81.7,49.7,High Risk
1,2,5,0,2,2.6,78.5,37.4,High Risk
2,5,4,0,2,2.3,85.3,71.6,Medium Risk
2,0,5,0,1,2.8,58.5,35.6,High Risk
0,4,4,1,2,5.0,92.9,38.9,High Risk
1,5,0,1,2,2.5,60.0,59.0,Medium Risk
3,1,2,0,3,1.8,42.6,72.2,Medium Risk
3,1,1,0,0,1.6,54.6,62.8,High Risk
2,2,5,0,2,2.8,93.8,55.9,High Risk
2,1,1,0,1,3.2,49.0,61.6,High Risk
3,5,1,0,0,4.3,69.1,100.0,Low Risk
2,3,4,0,0,2.4,81.4,51.6,High Risk
1,3,0,0,1,2.7,79.7,63.2,Medium Risk
1,0,0,0,4,4.1,92.5,73.5,Medium Risk
1,3,4,0,3,3.0,71.4,53.7,High Risk
2,3,2,0,3,3.3,93.2,83.8,Medium Risk
3,7,3,0,3,1.8,70.2,100.0,Low Risk
1,3,7,0,1,2.8,91.2,30.5,High Risk
1,5,1,1,0,4.3,90.9,59.4,High Risk
2,0,0,0,1,4.2,69.8,70.7,Medium Risk
1,4,2,1,3,2.3,46.9,45.8,High Risk
3,4,3,0,4,1.9,54.2,89.5,Low Risk
2,4,1,0,3,4.2,40.5,91.3,Low Risk
1,7,1,0,0,4.4,44.4,78.1,Medium Risk
2,2,0,0,0,3.6,52.5,69.5,Medium Risk
1,4,6,0,2,3.3,91.4,48.5,High Risk
2,0,3,0,1,1.2,71.2,37.9,High Risk
2,3,4,0,0,2.4,92.1,53.2,High Risk
2,5,1,0,1,1.9,81.7,78.7,Low Risk
2,1,3,0,0,1.8,62.0,40.1,High Risk
3,1,4,0,1,3.4,44.0,62.0,High Risk
2,7,3,1,2,1.4,87.0,66.5,Medium Risk
2,1,0,0,0,4.1,67.3,69.7,High Risk
2,4,3,1,1,2.2,67.2,48.3,High Risk
2,3,2,1,1,4.9,46.0,61.3,High Risk
1,4,1,0,1,1.6,86.4,57.6,High Risk
2,2,3,0,0,3.3,50.1,52.3,High Risk
3,3,0,1,2,4.7,46.6,90.2,Medium Risk
3,1,0,0,1,3.8,82.9,90.2,Medium Risk
2,7,2,0,1,4.2,59.5,94.1,Low Risk
2,2,3,0,0,1.1,80.3,43.6,High Risk
1,3,2,0,1,4.8,63.3,63.3,High Risk
1,0,2,0,1,3.0,67.3,38.1,High Risk
2,0,2,0,0,4.2,70.4,55.8,High Risk
3,0,2,0,0,2.0,63.6,56.5,High Risk
1,2,0,0,1,1.5,40.7,45.1,High Risk
3,3,0,0,4,1.5,67.5,99.1,Low Risk
2,3,0,0,2,1.5,61.7,73.3,Medium Risk
2,5,2,0,0,2.5,42.4,66.4,High Risk
2,4,4,0,1,4.2,82.9,72.6,Medium Risk
2,1,4,0,1,4.9,57.5,58.0,High Risk
1,3,6,0,2,2.2,92.4,37.1,High Risk
3,5,3,0,3,2.4,41.6,90.6,Low Risk
2,3,0,1,0,1.6,59.3,48.5,High Risk
2,1,6,0,4,2.4,44.6,46.1,High Risk
2,5,1,1,2,4.2,76.9,81.7,Medium Risk
2,4,2,0,0,2.4,63.3,63.9,High Risk
0,7,3,1,2,4.1,49.9,47.1,High Risk
3,4,4,1,1,3.9,72.4,69.3,Medium Risk
1,2,2,0,0,1.8,58.0,34.5,High Risk
3,1,0,0,3,4.2,71.9,100.0,Low Risk
2,2,4,0,1,2.2,57.6,46.8,High Risk
2,1,2,0,2,2.6,43.4,57.1,High Risk
1,3,4,1,1,3.2,68.5,29.5,High Risk
2,5,2,0,0,1.1,56.0,60.0,High Risk
2,0,0,0,1,2.4,90.1,62.9,High Risk
3,3,5,0,4,3.0,52.9,80.9,Medium Risk
1,1,2,1,4,1.3,63.8,32.4,High Risk
2,2,2,0,1,3.6,67.3,66.7,High Risk
3,1,2,1,1,2.7,72.9,57.1,High Risk
2,1,3,0,1,1.4,63.9,43.0,High Risk
1,4,3,0,4,1.9,77.1,63.0,Medium Risk
2,0,1,0,3,4.1,88.1,77.8,Medium Risk
2,4,3,0,1,1.2,87.7,60.4,High Risk
3,1,2,0,0,2.0,56.5,60.5,High Risk
2,6,2,0,1,5.0,73.3,96.0,Low Risk
2,2,2,0,2,4.6,58.7,76.4,Medium Risk
2,0,2,0,2,1.5,44.0,45.6,High Risk
3,0,4,0,1,4.5,75.9,68.4,High Risk
1,4,2,0,3,4.1,94.3,78.7,Medium Risk
2,0,7,0,1,1.3,64.5,17.5,High Risk
2,6,2,0,2,3.9,42.4,89.8,Low Risk
2,0,2,1,2,3.8,64.9,47.5,High Risk
3,3,6,1,3,4.4,59.5,65.3,High Risk
2,1,2,0,0,4.8,81.7,66.1,High Risk
3,6,2,0,0,4.2,77.2,100.0,Low Risk
1,6,1,0,0,2.8,92.4,70.7,Medium Risk
2,4,1,1,4,2.5,79.6,76.9,Medium Risk
